,title,url,date,tag,scraped,collections,text,subheadings,image_urls
106,"Bosbranden, hittegolven en overstromingen: hoe extreem was de zomer van 2021?",https://www.volkskrant.nl/nieuws-achtergrond/bosbranden-hittegolven-en-overstromingen-hoe-extreem-was-de-zomer-van-2021~b0653b64/,2021-08-31,Nieuws & Achtergrond,False,,,,
107,Namen voor hittegolven moet Grieken bewust maken van gevaar ‘sluipmoordenaars’,https://www.volkskrant.nl/nieuws-achtergrond/namen-voor-hittegolven-moet-grieken-bewust-maken-van-gevaar-sluipmoordenaars~b97bb597/,2021-08-24,Nieuws & Achtergrond,False,,,,
108,Hoe voorkom je een zonnesteek in de zinderende hitte van de Vuelta?,https://www.volkskrant.nl/sport/hoe-voorkom-je-een-zonnesteek-in-de-zinderende-hitte-van-de-vuelta~bc26e359/,2021-08-20,Sport,False,,,,
109,"Te heet, te nat, te koud deze zomer? Wees blij dat je tent niet op Venus of Mercurius staat",https://www.volkskrant.nl/wetenschap/te-heet-te-nat-te-koud-deze-zomer-wees-blij-dat-je-tent-niet-op-venus-of-mercurius-staat~bf268823/,2021-08-13,Wetenschap,False,,,,
110,"Jammer om Trumps presidentschap te missen? ‘Ik krijg iedere dag drie sms’jes van die man, die is nog niet weg’",https://www.volkskrant.nl/nieuws-achtergrond/jammer-om-trumps-presidentschap-te-missen-ik-krijg-iedere-dag-drie-sms-jes-van-die-man-die-is-nog-niet-weg~b6809f0ae/,2021-08-12,Nieuws & Achtergrond,False,,,,
111,Dodelijke hittegolven overrompelen Portland: ‘We dachten dat het over 10 jaar pas zo heet zou worden’,https://www.volkskrant.nl/nieuws-achtergrond/dodelijke-hittegolven-overrompelen-portland-we-dachten-dat-het-over-10-jaar-pas-zo-heet-zou-worden~bb19deaf/,2021-08-09,Nieuws & Achtergrond,False,,,,
112,Zuidoost-Europa blijft vechten tegen het vuur: Grieks eiland Evia grootste brandhaard en Italiaanse badplaats ontruimd,https://www.volkskrant.nl/nieuws-achtergrond/zuidoost-europa-blijft-vechten-tegen-het-vuur-grieks-eiland-evia-grootste-brandhaard-en-italiaanse-badplaats-ontruimd~bf7bb119/,2021-08-08,Voorpagina,False,,,,
113,De onrustige zwerver Abdi Nageeye kan thuiskomen met zilver op de marathon,https://www.volkskrant.nl/sport/de-onrustige-zwerver-abdi-nageeye-kan-thuiskomen-met-zilver-op-de-marathon~b3bf7982/,2021-08-08,Sport,False,,,,
114,"Middellandse Zeegebied zucht onder ergste hittegolf sinds jaren tachtig, Athene bedekt door dikke laag rook",https://www.volkskrant.nl/nieuws-achtergrond/middellandse-zeegebied-zucht-onder-ergste-hittegolf-sinds-jaren-tachtig-athene-bedekt-door-dikke-laag-rook~b6152b33/,2021-08-04,Nieuws & Achtergrond,False,,,,
115,"Zeedieren sterven massaal door hittegolf Amerika: dit gaat vaker gebeuren, vrezen biologen",https://www.volkskrant.nl/nieuws-achtergrond/zeedieren-sterven-massaal-door-hittegolf-amerika-dit-gaat-vaker-gebeuren-vrezen-biologen~bc2ff72d/,2021-07-17,Voorpagina,False,,,,
116,Hoe extreem is het weer in Zuid-Limburg en komt het door klimaatverandering?,https://www.volkskrant.nl/nieuws-achtergrond/hoe-extreem-is-het-weer-in-zuid-limburg-en-komt-het-door-klimaatverandering~b9b912b4/,2021-07-15,Nieuws & Achtergrond,False,,,,
117,De Volkskrant tv-selectie voor zaterdag 24 april,https://www.volkskrant.nl/cultuur-media/de-volkskrant-tv-selectie-voor-zaterdag-24-april~bdcaca6a/,2021-04-23,Cultuur & Media,False,,,,
118,"Sterke afname sterfte in VK, Chileense verkiezingen uitgesteld door stijging besmettingen",https://www.volkskrant.nl/nieuws-achtergrond/sterke-afname-sterfte-in-vk-chileense-verkiezingen-uitgesteld-door-stijging-besmettingen~bcbbe8f6/,2021-03-29,Nieuws & Achtergrond,False,,,,
119,Het lichaam van hun overleden moeder werd misbruikt en toch kan de dader niet worden gestraft,https://www.volkskrant.nl/nieuws-achtergrond/het-lichaam-van-hun-overleden-moeder-werd-misbruikt-en-toch-kan-de-dader-niet-worden-gestraft~bbb0647a/,2021-03-13,Nieuws & Achtergrond,False,,,,
120,Een jaar na de eerste coronadode: wie stierven er in Nederland aan covid-19?,https://www.volkskrant.nl/nieuws-achtergrond/een-jaar-na-de-eerste-coronadode-wie-stierven-er-in-nederland-aan-covid-19~bd15dce5/,2021-03-05,Nieuws & Achtergrond,False,,,,
121,"Oversterfte bedroeg vorig jaar 15 duizend mensen, 10 procent hoger dan verwacht",https://www.volkskrant.nl/nieuws-achtergrond/oversterfte-bedroeg-vorig-jaar-15-duizend-mensen-10-procent-hoger-dan-verwacht~b986482b/,2021-01-28,Nieuws & Achtergrond,False,,,,
122,De Duitse Sammy Baker ging voor zijn verjaardag naar Amsterdam. Daar schoten agenten hem dood,https://www.volkskrant.nl/nieuws-achtergrond/de-duitse-sammy-baker-ging-voor-zijn-verjaardag-naar-amsterdam-daar-schoten-agenten-hem-dood~b58642fa/,2020-12-15,Nieuws & Achtergrond,False,,,,
123,Voor de derde week op rij iets meer sterfte dan verwacht,https://www.volkskrant.nl/nieuws-achtergrond/voor-de-derde-week-op-rij-iets-meer-sterfte-dan-verwacht~bdb527a4/,2020-10-15,Nieuws & Achtergrond,False,,,,
124,Volkskrant Avond: Volg de Algemene Beschouwingen in ons liveblog | Nieuwe coronatest geeft binnen een uur uitslag: zo werkt dat,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-volg-de-algemene-beschouwingen-in-ons-liveblog-nieuwe-coronatest-geeft-binnen-een-uur-uitslag-zo-werkt-dat~b459504e/,2020-09-16,Nieuws & Achtergrond,False,,,,
125,"Een door storm geïnspireerde Engelse klassieker toad in the hole, maar dan beestloos",https://www.volkskrant.nl/koken-en-eten/een-door-storm-geinspireerde-engelse-klassieker-toad-in-the-hole-maar-dan-beestloos~b26b9795/,2020-09-11,Voorpagina,False,,,,
126,De handgebreide truien van Joost Jansen zijn een hit in Japan,https://www.volkskrant.nl/mensen/de-handgebreide-truien-van-joost-jansen-zijn-een-hit-in-japan~b5d8ec61/,2020-09-04,Mensen,False,,,,
127,Volkskrant Ochtend: Onderzoek: Nederlander met mondkapje wordt niet opeens onvoorzichtig | Zinderende hittegolf zorgde ook voor extra doden,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-onderzoek-nederlander-met-mondkapje-wordt-niet-opeens-onvoorzichtig-zinderende-hittegolf-zorgde-ook-voor-extra-doden~bdde23aa/,2020-08-21,Nieuws & Achtergrond,False,,,,
128,De hittegolf van deze maand leidt tot hogere sterfte,https://www.volkskrant.nl/nieuws-achtergrond/de-hittegolf-van-deze-maand-leidt-tot-hogere-sterfte~baa527d6/,2020-08-20,Nieuws & Achtergrond,False,,,,
129,Het weerbericht voor vrijdag: einde aan hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/het-weerbericht-voor-vrijdag-einde-aan-hittegolf~b83aeaca/,2020-08-20,Nieuws & Achtergrond,False,,,,
130,Haarlems zomerijs mag doorgaan van de rechter,https://www.volkskrant.nl/nieuws-achtergrond/haarlems-zomerijs-mag-doorgaan-van-de-rechter~b9c6bf57/,2020-08-20,Nieuws & Achtergrond,False,,,,
131,Gedupeerde ondernemers: ‘Je moet nu bepalen wat je doet: doorgaan of niet’,https://www.volkskrant.nl/economie/gedupeerde-ondernemers-je-moet-nu-bepalen-wat-je-doet-doorgaan-of-niet~be30a734/,2020-08-19,Economie,False,,,,
132,Volkskrant Avond: Ook na een bezoekje aan Parijs of Ibiza in thuisquarantaine: en nu? | Waarom de Schilderswijk als magneet voor onrust werkt,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-ook-na-een-bezoekje-aan-parijs-of-ibiza-in-thuisquarantaine-en-nu-waarom-de-schilderswijk-als-magneet-voor-onrust-werkt~b6152230/,2020-08-16,Nieuws & Achtergrond,False,,,,
133,De mooiste modderpoel blijkt een fantastische afleiding van dit eentonige jaar,https://www.volkskrant.nl/cultuur-media/de-mooiste-modderpoel-blijkt-een-fantastische-afleiding-van-dit-eentonige-jaar~bedc1b457/,2020-08-14,Cultuur & Media,False,,,,
134,De strijd tegen het water is nu een strijd tegen de droogte,https://www.volkskrant.nl/nieuws-achtergrond/de-strijd-tegen-het-water-is-nu-een-strijd-tegen-de-droogte~bf7e3652/,2020-08-13,Nieuws & Achtergrond,False,,,,
135,Deze compilatiealbums zijn eindeloos veel leuker dan de playlists op Spotify,https://www.volkskrant.nl/cultuur-media/deze-compilatiealbums-zijn-eindeloos-veel-leuker-dan-de-playlists-op-spotify~bd950491/,2020-08-12,Cultuur & Media,False,,,,
136,Hoe slaat thuiswerkend Nederland zich door deze  warmte heen? ‘Ik heb overal ventilatoren staan’,https://www.volkskrant.nl/nieuws-achtergrond/hoe-slaat-thuiswerkend-nederland-zich-door-deze-warmte-heen-ik-heb-overal-ventilatoren-staan~b92ffd3a/,2020-08-12,Nieuws & Achtergrond,False,,,,
137,Het nieuws in vijf minuten,https://www.volkskrant.nl/nieuws-achtergrond/het-nieuws-in-vijf-minuten~bf71e87e/,2020-08-11,Nieuws & Achtergrond,False,,,,
138,Klimaatonderzoeker KNMI: ‘Warmste week ooit in Nederland gemeten komt eraan’,https://www.volkskrant.nl/wetenschap/klimaatonderzoeker-knmi-warmste-week-ooit-in-nederland-gemeten-komt-eraan~b7f37981/,2020-08-10,Wetenschap,False,,,,
139,Volkskrant Ochtend: Grote opstand in Wit-Rusland na omstreden uitslag verkiezingen | Mediatycoon Jimmy Lai opgepakt in Hongkong,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-grote-opstand-in-wit-rusland-na-omstreden-uitslag-verkiezingen-mediatycoon-jimmy-lai-opgepakt-in-hongkong~b75d0d44/,2020-08-10,Nieuws & Achtergrond,False,,,,
140,"Op pad met de reddingsbrigade: ‘Hijsen we een rode vlag, kijken ze er niet eens naar’",https://www.volkskrant.nl/nieuws-achtergrond/op-pad-met-de-reddingsbrigade-hijsen-we-een-rode-vlag-kijken-ze-er-niet-eens-naar~bfd3c33d/,2020-08-09,Nieuws & Achtergrond,False,,,,
141,Overbelasting waternet dreigt in Oost-Nederland; ‘tot 70 procent meer drinkwater verbruikt’,https://www.volkskrant.nl/nieuws-achtergrond/overbelasting-waternet-dreigt-in-oost-nederland-tot-70-procent-meer-drinkwater-verbruikt~b4dcc004/,2020-08-09,Nieuws & Achtergrond,False,,,,
142,"Hittegolf in Nederland, grote drukte aan de kust",https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-in-nederland-grote-drukte-aan-de-kust~b05799a1/,2020-08-09,Nieuws & Achtergrond,False,,,,
143,Het weerbericht voor woensdag 5 augustus: snikheet,https://www.volkskrant.nl/nieuws-achtergrond/het-weerbericht-voor-woensdag-5-augustus-snikheet~b8b4c3ea/,2020-08-04,Nieuws & Achtergrond,False,,,,
144,"Het is heet, hoe effectief en duurzaam zijn luchtkoelers en airco’s dan?",https://www.volkskrant.nl/beter-leven/het-is-heet-hoe-effectief-en-duurzaam-zijn-luchtkoelers-en-airco-s-dan~b125d1ca/,2020-06-24,Voorpagina,False,,,,
145,Een grote terugblik op kleine broekjes: de geschiedenis van de hotpants,https://www.volkskrant.nl/cultuur-media/een-grote-terugblik-op-kleine-broekjes-de-geschiedenis-van-de-hotpants~b729ea2e/,2020-03-06,Cultuur & Media,False,,,,
146,‘Wat we vaak vergeten in het migratiedebat is dat het Westen de meeste migratie zelf heeft veroorzaakt’,https://www.volkskrant.nl/nieuws-achtergrond/wat-we-vaak-vergeten-in-het-migratiedebat-is-dat-het-westen-de-meeste-migratie-zelf-heeft-veroorzaakt~b561f234/,2020-02-21,Nieuws & Achtergrond,False,,,,
147,"Liefhebbers van uitwaaien en tegenwindfietsen konden hun hart ophalen, maar Ciara bracht ook veel hinder",https://www.volkskrant.nl/nieuws-achtergrond/liefhebbers-van-uitwaaien-en-tegenwindfietsen-konden-hun-hart-ophalen-maar-ciara-bracht-ook-veel-hinder~bff86613/,2020-02-09,Nieuws & Achtergrond,False,,,,
148,Japan vervangt kerncentrales door 22 kolencentrales,https://www.volkskrant.nl/nieuws-achtergrond/japan-vervangt-kerncentrales-door-22-kolencentrales~b7896398/,2020-02-05,Nieuws & Achtergrond,False,,,,
149,"Australië staat in lichterlaaie, maar de vuurwerkshow van Sydney zal doorgaan",https://www.volkskrant.nl/nieuws-achtergrond/australie-staat-in-lichterlaaie-maar-de-vuurwerkshow-van-sydney-zal-doorgaan~b213eabe/,2019-12-30,Nieuws & Achtergrond,False,,,,
150,De klimaatverandering is nu echt begonnen,https://www.volkskrant.nl/wetenschap/de-klimaatverandering-is-nu-echt-begonnen~b0cc73bd/,2019-12-20,Wetenschap,False,,,,
151,"Japke-d Bouma: ‘Als je écht iets af wilt krijgen, is het kantoor vaak de laatste plek waar je moet zijn’",https://www.volkskrant.nl/mensen/japke-d-bouma-als-je-echt-iets-af-wilt-krijgen-is-het-kantoor-vaak-de-laatste-plek-waar-je-moet-zijn~b8ff1418/,2019-11-28,Mensen,False,,,,
152,Verlies voor Hema ondanks hittegolf,https://www.volkskrant.nl/economie/verlies-voor-hema-ondanks-hittegolf~bb66d5f5/,2019-10-02,Economie,False,,,,
153,De zomer smaakt zoet in het voedselbos,https://www.volkskrant.nl/nieuws-achtergrond/de-zomer-smaakt-zoet-in-het-voedselbos~b9c4ddd2/,2019-09-03,Nieuws & Achtergrond,False,,,,
154,Isolatiemiljonair Ton Willemsen vecht al veertig jaar tegen koude voeten en de bierkaai,https://www.volkskrant.nl/economie/isolatiemiljonair-ton-willemsen-vecht-al-veertig-jaar-tegen-koude-voeten-en-de-bierkaai~bf8e9b7b/,2019-08-25,Economie,False,,,,
155,Een smakelijk uitstapje naar de middeleeuwse keuken ★★★★☆,https://www.volkskrant.nl/beter-leven/een-smakelijk-uitstapje-naar-de-middeleeuwse-keuken~bcfb5c90/,2019-08-23,Voorpagina,False,,,,
156,Van Melbourne tot Mexico-Stad: iedereen wil de groene bushokjes uit Utrecht,https://www.volkskrant.nl/nieuws-achtergrond/van-melbourne-tot-mexico-stad-iedereen-wil-de-groene-bushokjes-uit-utrecht~bf9e2825/,2019-08-15,Nieuws & Achtergrond,False,,,,
157,Pas de klimaatmodellen maar aan: recordhittegolf was ‘te heet’,https://www.volkskrant.nl/wetenschap/pas-de-klimaatmodellen-maar-aan-recordhittegolf-was-te-heet~b7df9038/,2019-08-02,Wetenschap,False,,,,
159,Het weerbericht voor woensdag 31 juli: buien en zon,https://www.volkskrant.nl/nieuws-achtergrond/het-weerbericht-voor-woensdag-31-juli-buien-en-zon~b92b9a84/,2019-07-30,Nieuws & Achtergrond,False,,,,
160,Het weerbericht voor dinsdag 30 juli: wisselvallig weer op komst,https://www.volkskrant.nl/nieuws-achtergrond/het-weerbericht-voor-dinsdag-30-juli-wisselvallig-weer-op-komst~b2d31cf9a/,2019-07-29,Nieuws & Achtergrond,False,,,,
161,De wereld dient de handen ineen te slaan om de grootste warmtebron op aarde – de immense zandvlaktes – te vergroenen,https://www.volkskrant.nl/mensen/de-wereld-dient-de-handen-ineen-te-slaan-om-de-grootste-warmtebron-op-aarde-de-immense-zandvlaktes-te-vergroenen~b189eb55/,2019-07-28,Mensen,False,,,,
163,Zo beleeft Nederland de hittegolf,https://www.volkskrant.nl/foto/zo-beleeft-nederland-de-hittegolf~bd11b607/,2019-07-26,Foto,False,,,,
164,Hitteblog – Vandaag is opnieuw de 40 graden gehaald,https://www.volkskrant.nl/nieuws-achtergrond/hitteblog-vandaag-is-opnieuw-de-40-graden-gehaald~b7295f2a/,2019-07-26,Nieuws & Achtergrond,False,,,,
165,Volkskrant Avond: Met temperaturen boven de 40 graden beleeft Nederland een ‘ondenkbare’ hittegolf | Te warm in de slaapkamer? Ga net als deze mensen lekker buiten slapen,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-met-temperaturen-boven-de-40-graden-beleeft-nederland-een-ondenkbare-hittegolf-te-warm-in-de-slaapkamer-ga-net-als-deze-mensen-lekker-buiten-slapen~b3f3672e/,2019-07-25,Nieuws & Achtergrond,False,,,,
166,Met temperaturen boven de 40 graden beleeft Nederland een ‘ondenkbare’ hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/met-temperaturen-boven-de-40-graden-beleeft-nederland-een-ondenkbare-hittegolf~b11d9671/,2019-07-25,Nieuws & Achtergrond,False,,,,
167,Zo wapenen steden zich tegen temperaturen van tegen de 50 (!) graden,https://www.volkskrant.nl/nieuws-achtergrond/zo-wapenen-steden-zich-tegen-temperaturen-van-tegen-de-50-graden~baad8c54/,2019-07-25,Nieuws & Achtergrond,False,,,,
168,Rutger Hauer overleden na kort ziekbed | Tienduizenden reizigers vast op Schiphol | Grote studie: klimaatverandering van nu is écht uniek,https://www.volkskrant.nl/nieuws-achtergrond/rutger-hauer-overleden-na-kort-ziekbed-tienduizenden-reizigers-vast-op-schiphol-grote-studie-klimaatverandering-van-nu-is-echt-uniek~b6fd3d9a/,2019-07-24,Nieuws & Achtergrond,False,,,,
169,Volkskrant Ochtend: De nasleep van de zaak-Michael P.: kliniek Den Dolder terughoudender met verlof | De elf die Boris Johnson (hoogstwaarschijnlijk) aan het premierschap helpen,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-de-nasleep-van-de-zaak-michael-p-kliniek-den-dolder-terughoudender-met-verlof-de-elf-die-boris-johnson-hoogstwaarschijnlijk-aan-het-premierschap-helpen~bff62f1f/,2019-07-23,Nieuws & Achtergrond,False,,,,
170,Volkskrant Ochtend: Voortaan vijf jaarsalarissen als nabestaandenpensioen | Presentator Martine van Os over kijkcijferhit ‘We zijn er bijna’,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-voortaan-vijf-jaarsalarissen-als-nabestaandenpensioen-presentator-martine-van-os-over-kijkcijferhit-we-zijn-er-bijna~bda0814c/,2019-07-22,Nieuws & Achtergrond,False,,,,
171,"Schaatsen met een hittegolf op komst: ‘Gek, maar wel erg leuk’",https://www.volkskrant.nl/nieuws-achtergrond/schaatsen-met-een-hittegolf-op-komst-gek-maar-wel-erg-leuk~b9af3afb/,2019-07-21,Nieuws & Achtergrond,False,,,,
172,"Hittegolf teistert Europa: warmterecord in Frankrijk van 45,9 graden",https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-teistert-europa-warmterecord-in-frankrijk-van-45-9-graden~b462f3ca/,2019-06-28,Nieuws & Achtergrond,False,,,,
173,"Spanje geteisterd door lange, hevige en vooral vroege hittegolf",https://www.volkskrant.nl/nieuws-achtergrond/spanje-geteisterd-door-lange-hevige-en-vooral-vroege-hittegolf~b8ec229a/,2019-06-27,Nieuws & Achtergrond,False,,,,
174,Volkskrant Ochtend: Tropenrooster of zelfs hittevrij: scholen worstelen met de hittegolf | Bijna helft van de jongvolwassenen zoekt liefde online,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-tropenrooster-of-zelfs-hittevrij-scholen-worstelen-met-de-hittegolf-bijna-helft-van-de-jongvolwassenen-zoekt-liefde-online~b1e6b628/,2019-06-25,Nieuws & Achtergrond,False,,,,
175,AK-partij van Erdogan lijdt nederlaag in Istanbul | Barbecue draait nog altijd om véél vlees | Leven als Freddie Mercury in een Queen-coverband,https://www.volkskrant.nl/nieuws-achtergrond/ak-partij-van-erdogan-lijdt-nederlaag-in-istanbul-barbecue-draait-nog-altijd-om-veel-vlees-leven-als-freddie-mercury-in-een-queen-coverband~b3489a24/,2019-06-23,Nieuws & Achtergrond,False,,,,
176,"De barbecue draait, ook in tijden van duurzaam eten, nog altijd om vlees. Véél vlees",https://www.volkskrant.nl/nieuws-achtergrond/de-barbecue-draait-ook-in-tijden-van-duurzaam-eten-nog-altijd-om-vlees-veel-vlees~b9ecfc9f/,2019-06-23,Nieuws & Achtergrond,False,,,,
177,"Horrorwinter in VS, monsterhitte in Australië: toeval?",https://www.volkskrant.nl/wetenschap/horrorwinter-in-vs-monsterhitte-in-australie-toeval~b05f689c/,2019-02-01,Wetenschap,False,,,,
178,Zo begrijp je een debat in het Britse Lagerhuis,https://www.volkskrant.nl/nieuws-achtergrond/zo-begrijp-je-een-debat-in-het-britse-lagerhuis~b09c7f6f4/,2019-01-28,Nieuws & Achtergrond,False,,,,
179,Vier oudejaarsconferences vol tegeltjeswijsheden voor het nieuwe jaar,https://www.volkskrant.nl/cultuur-media/vier-oudejaarsconferences-vol-tegeltjeswijsheden-voor-het-nieuwe-jaar~b4d1e899/,2018-12-26,Cultuur & Media,False,,,,
180,Weerspecialisten Gerrit Hiemstra en Willemijn Hoebert houden niet van onzin over het klimaat,https://www.volkskrant.nl/mensen/weerspecialisten-gerrit-hiemstra-en-willemijn-hoebert-houden-niet-van-onzin-over-het-klimaat~b98b7d4f/,2018-12-21,Mensen,False,,,,
181,"Erik Varjú is een arbeidsmigrant uit Slowakije, we volgen hem op zijn reis naar een vreemd land",https://www.volkskrant.nl/beter-leven/erik-varju-is-een-arbeidsmigrant-uit-slowakije-we-volgen-hem-op-zijn-reis-naar-een-vreemd-land~bda90ea9/,2018-10-15,Voorpagina,False,,,,
182,Politiechef Paul van Musscher: ‘Ook vanuit Nederland wordt de mensensmokkel uit Afrika aangestuurd’,https://www.volkskrant.nl/nieuws-achtergrond/politiechef-paul-van-musscher-ook-vanuit-nederland-wordt-de-mensensmokkel-uit-afrika-aangestuurd~b3ee6901/,2018-08-29,Nieuws & Achtergrond,False,,,,
183,"Bio Brass, het miljoenenbedrijf dat supermarkten voorziet van biologische groenten",https://www.volkskrant.nl/economie/bio-brass-het-miljoenenbedrijf-dat-supermarkten-voorziet-van-biologische-groenten~b069f1ad/,2018-08-26,Economie,False,,,,
184,In beeld: zo viert Nederland de zomer,https://www.volkskrant.nl/foto/in-beeld-zo-viert-nederland-de-zomer~bc07bbcb/,2018-08-23,Foto,False,,,,
185,Volkskeuken: Gnocchi met zeekraal,https://www.volkskrant.nl/beter-leven/volkskeuken-gnocchi-met-zeekraal~b1005ea0/,2018-08-20,Voorpagina,False,,,,
186,Klimaatexperts zien verband tussen hete zomer en snelle opwarming Noordpool,https://www.volkskrant.nl/nieuws-achtergrond/klimaatexperts-zien-verband-tussen-hete-zomer-en-snelle-opwarming-noordpool~b5806574/,2018-08-20,Nieuws & Achtergrond,False,,,,
187,"Volkskrant Ochtend: Hittegolf eist relatief weinig slachtoffers | Wie is Ben Smith, de nieuwe ceo van Air France-KLM?",https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-hittegolf-eist-relatief-weinig-slachtoffers-wie-is-ben-smith-de-nieuwe-ceo-van-air-france-klm~bd3aefc3/,2018-08-17,Nieuws & Achtergrond,False,,,,
188,Yosemite Park in Californië na twintig dagen sluiting wegens bosbrand weer open,https://www.volkskrant.nl/nieuws-achtergrond/yosemite-park-in-californie-na-twintig-dagen-sluiting-wegens-bosbrand-weer-open~b2b1df0b/,2018-08-15,Nieuws & Achtergrond,False,,,,
189,Volkskrant Avond: Hoe de superrijken steeds vaker hun eigen natuurpark opzetten | Wat is de kracht van een goede muziekdocu?,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-hoe-de-superrijken-steeds-vaker-hun-eigen-natuurpark-opzetten-wat-is-de-kracht-van-een-goede-muziekdocu~b8f05696/,2018-08-08,Nieuws & Achtergrond,False,,,,
190,"Uit de statistieken blijkt: wat ooit een extreme zomer zou heten, wordt nog deze eeuw vrijwel normaal",https://www.volkskrant.nl/wetenschap/uit-de-statistieken-blijkt-wat-ooit-een-extreme-zomer-zou-heten-wordt-nog-deze-eeuw-vrijwel-normaal~b5fd3397/,2018-08-08,Wetenschap,False,,,,
191,Na de gifspuit wordt het stil in het wespennest,https://www.volkskrant.nl/nieuws-achtergrond/na-de-gifspuit-wordt-het-stil-in-het-wespennest~b5d4c7fa/,2018-08-07,Nieuws & Achtergrond,False,,,,
192,De laatste tropische dag: wachten op buien en gesloten sluisdeuren,https://www.volkskrant.nl/nieuws-achtergrond/de-laatste-tropische-dag-wachten-op-buien-en-gesloten-sluisdeuren~b8c2134c/,2018-08-07,Nieuws & Achtergrond,False,,,,
193,"Er is regen op komst, maar wanneer?",https://www.volkskrant.nl/nieuws-achtergrond/er-is-regen-op-komst-maar-wanneer~b0bf649d/,2018-08-07,Nieuws & Achtergrond,False,,,,
194,Volkskrant Avond: Na de aardbeving moet Lombok opnieuw beginnen | Waarom we nog steeds massaal in de rij staan in het pretpark,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-na-de-aardbeving-moet-lombok-opnieuw-beginnen-waarom-we-nog-steeds-massaal-in-de-rij-staan-in-het-pretpark~bdae71ca/,2018-08-06,Nieuws & Achtergrond,False,,,,
195,Zo ziet Nederland eruit na de ongekende droogte van de afgelopen tijd,https://www.volkskrant.nl/nieuws-achtergrond/zo-ziet-nederland-eruit-na-de-ongekende-droogte-van-de-afgelopen-tijd~b816243e/,2018-08-06,Nieuws & Achtergrond,False,,,,
196,Hoe overleef ik de hitte? In Rotterdam wijst een app je de weg,https://www.volkskrant.nl/nieuws-achtergrond/hoe-overleef-ik-de-hitte-in-rotterdam-wijst-een-app-je-de-weg~b900cfb8/,2018-08-06,Nieuws & Achtergrond,False,,,,
197,De laatste warme dagen (voorlopig): de tweede hittegolf van het jaar en vissterfte in de Rijn,https://www.volkskrant.nl/nieuws-achtergrond/de-laatste-warme-dagen-voorlopig-de-tweede-hittegolf-van-het-jaar-en-vissterfte-in-de-rijn~ba97f7bc/,2018-08-06,Nieuws & Achtergrond,False,,,,
198,"Margriet van der Linden over haar talkshow M: ‘We zijn niet gek, we weten al een tijdje dat het scherper moet’",https://www.volkskrant.nl/cultuur-media/margriet-van-der-linden-over-haar-talkshow-m-we-zijn-niet-gek-we-weten-al-een-tijdje-dat-het-scherper-moet~bb6dfa62/,2018-08-03,Cultuur & Media,False,,,,
199,"Het weer: ronduit zonnig, plaatselijk 35 graden mogelijk",https://www.volkskrant.nl/beter-leven/het-weer-ronduit-zonnig-plaatselijk-35-graden-mogelijk~b76756fb/,2018-08-02,Voorpagina,False,,,,
200,"Ferry Weertmans zeehondenkijkje komt van pas in het donkere, koude water van Loch Lomond",https://www.volkskrant.nl/sport/ferry-weertmans-zeehondenkijkje-komt-van-pas-in-het-donkere-koude-water-van-loch-lomond~b5fc739b/,2018-08-02,Sport,False,,,,
201,Volkskeuken: Groentenlasagne,https://www.volkskrant.nl/beter-leven/volkskeuken-groentenlasagne~b3b2c74c/,2018-07-29,Voorpagina,False,,,,
202,"De hitte, we zullen er mee moeten leren leven",https://www.volkskrant.nl/nieuws-achtergrond/de-hitte-we-zullen-er-mee-moeten-leren-leven~ba3d013b/,2018-07-27,Nieuws & Achtergrond,False,,,,
203,Internationale klimaatonderzoekers: kans op hittegolf in Nederland meer dan verdubbeld,https://www.volkskrant.nl/nieuws-achtergrond/internationale-klimaatonderzoekers-kans-op-hittegolf-in-nederland-meer-dan-verdubbeld~b76c3ff0/,2018-07-27,Nieuws & Achtergrond,False,,,,
204,Rijkswaterstaat waarschuwt: het kan glad worden morgen,https://www.volkskrant.nl/nieuws-achtergrond/rijkswaterstaat-waarschuwt-het-kan-glad-worden-morgen~b6b0d614/,2018-07-27,Nieuws & Achtergrond,False,,,,
205,"Het weer: Ja heus, er komt een koufront",https://www.volkskrant.nl/nieuws-achtergrond/het-weer-ja-heus-er-komt-een-koufront~b6c90e02f/,2018-07-26,Nieuws & Achtergrond,False,,,,
206,"‘Vrouwen bloot, handel dood’: is de hittegolf echt slecht voor de economie?",https://www.volkskrant.nl/economie/vrouwen-bloot-handel-dood-is-de-hittegolf-echt-slecht-voor-de-economie~baa8cb20/,2018-07-26,Economie,False,,,,
