,title,url,date,tag,scraped,collections,text,subheadings,image_urls
207,"Volkskrant Avond: Vaccinatiedrama in China: 'Mijn 8-jarige zoon kan niet lopen, eten of praten' | Op pad met een droogtecontroleur",https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-vaccinatiedrama-in-china-mijn-8-jarige-zoon-kan-niet-lopen-eten-of-praten-op-pad-met-een-droogtecontroleur~be0361cb/,2018-07-26,Nieuws & Achtergrond,False,,,,
208,Met kerst gaan we naar Redbad Redux,https://www.volkskrant.nl/cultuur-media/met-kerst-gaan-we-naar-redbad-redux~bde7f1c5/,2018-07-26,Cultuur & Media,False,,,,
209,Noteer ’m: de eerste hittegolf in drie jaar tijd,https://www.volkskrant.nl/nieuws-achtergrond/noteer-m-de-eerste-hittegolf-in-drie-jaar-tijd~bd9f883f/,2018-07-26,Nieuws & Achtergrond,False,,,,
210,Vrijwilligers van het Rode Kruis gaan voor het hitteplan langs ouderen: ‘Waarom komen jullie eigenlijk alleen langs als het heet is?’,https://www.volkskrant.nl/nieuws-achtergrond/vrijwilligers-van-het-rode-kruis-gaan-voor-het-hitteplan-langs-ouderen-waarom-komen-jullie-eigenlijk-alleen-langs-als-het-heet-is~b621bb32/,2018-07-25,Nieuws & Achtergrond,False,,,,
211,Hitteblog: neerslagtekort gaat recordjaar 1976 voorbij,https://www.volkskrant.nl/nieuws-achtergrond/hitteblog-neerslagtekort-gaat-recordjaar-1976-voorbij~b2f63a6c/,2018-07-25,Nieuws & Achtergrond,False,,,,
212,Volkskrant Avond: May neemt zelf regie over Brexit-onderhandelingen | Wie bedacht die irritante Eyelove-reclame toch?,https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-may-neemt-zelf-regie-over-brexit-onderhandelingen-wie-bedacht-die-irritante-eyelove-reclame-toch~b5126b18/,2018-07-24,Nieuws & Achtergrond,False,,,,
213,Hitteblog: ProRail waarschuwt voor extra vertragingen op het spoor; uitzettende rails veroorzaken storingen,https://www.volkskrant.nl/nieuws-achtergrond/hitteblog-prorail-waarschuwt-voor-extra-vertragingen-op-het-spoor-uitzettende-rails-veroorzaken-storingen~b382a562/,2018-07-24,Nieuws & Achtergrond,False,,,,
215,De zomer dat Nederland mooiweermoe werd,https://www.volkskrant.nl/nieuws-achtergrond/de-zomer-dat-nederland-mooiweermoe-werd~b2b6fa26/,2018-07-20,Nieuws & Achtergrond,False,,,,
216,Goed koppenmateriaal: volgende week 42 graden (maar de kans dat het echt zo warm wordt is heel klein),https://www.volkskrant.nl/nieuws-achtergrond/goed-koppenmateriaal-volgende-week-42-graden-maar-de-kans-dat-het-echt-zo-warm-wordt-is-heel-klein~b0965d69/,2018-07-17,Nieuws & Achtergrond,False,,,,
217,Woestijnen van beton: hoe maken we onze steden hittebestendig?,https://www.volkskrant.nl/nieuws-achtergrond/woestijnen-van-beton-hoe-maken-we-onze-steden-hittebestendig~b3ede253/,2018-07-08,Nieuws & Achtergrond,False,,,,
218,Met deze feitjes is een praatje over het weer helemaal niet afgezaagd,https://www.volkskrant.nl/beter-leven/met-deze-feitjes-is-een-praatje-over-het-weer-helemaal-niet-afgezaagd~b8959342/,2018-07-06,Voorpagina,False,,,,
219,Inspirerende oorwurmen en leergierige vleermuizen: het wetenschapsnieuws,https://www.volkskrant.nl/wetenschap/inspirerende-oorwurmen-en-leergierige-vleermuizen-het-wetenschapsnieuws~bc7658be/,2018-03-24,Wetenschap,False,,,,
220,Waarom de bouwvak nog steeds niet verdwenen is,https://www.volkskrant.nl/economie/waarom-de-bouwvak-nog-steeds-niet-verdwenen-is~b959d4c8/,2017-07-25,Economie,False,,,,
221,"Het weer: het blijft warm in het binnenland, na het weekend wisselvalliger",https://www.volkskrant.nl/nieuws-achtergrond/het-weer-het-blijft-warm-in-het-binnenland-na-het-weekend-wisselvalliger~b0f13213/,2017-06-23,Voorpagina,False,,,,
222,Het weer: laatste tropische dag van de week,https://www.volkskrant.nl/nieuws-achtergrond/het-weer-laatste-tropische-dag-van-de-week~be9e84a3/,2017-06-22,Voorpagina,False,,,,
223,De Volkskrant tv-selectie voor donderdag 27 april,https://www.volkskrant.nl/nieuws-achtergrond/de-volkskrant-tv-selectie-voor-donderdag-27-april~b63c92de/,2017-04-27,Voorpagina,False,,,,
224,Het weer: komende dagen opnieuw tropische temperaturen,https://www.volkskrant.nl/nieuws-achtergrond/het-weer-komende-dagen-opnieuw-tropische-temperaturen~b176755b/,2016-09-12,Voorpagina,False,,,,
225,"Het weer: warme dagen, zwoele nachten",https://www.volkskrant.nl/nieuws-achtergrond/het-weer-warme-dagen-zwoele-nachten~b0513055/,2016-08-24,Voorpagina,False,,,,
226,Honderd jaar Vierdaagse: een eeuw aan marcheervreugde,https://www.volkskrant.nl/nieuws-achtergrond/honderd-jaar-vierdaagse-een-eeuw-aan-marcheervreugde~bfa346e5/,2016-05-29,Nieuws & Achtergrond,False,,,,
227,Zo bereiden we ons huis voor op steeds meer hitte,https://www.volkskrant.nl/beter-leven/zo-bereiden-we-ons-huis-voor-op-steeds-meer-hitte~ba2db741/,2016-05-07,Voorpagina,False,,,,
228,"Jari Litmanen, Suzanne Vermeer en Robin te Slaa",https://www.volkskrant.nl/nieuws-achtergrond/jari-litmanen-suzanne-vermeer-en-robin-te-slaa~b423ba9a/,2016-04-30,Voorpagina,False,,,,
229,"'Ik spring het water in en als ik bovenkom, wachten haar ogen op me'",https://www.volkskrant.nl/nieuws-achtergrond/ik-spring-het-water-in-en-als-ik-bovenkom-wachten-haar-ogen-op-me~b82e4c56/,2015-07-20,Voorpagina,False,,,,
230,Zorg voor ouderen bij deze hitte!,https://www.volkskrant.nl/nieuws-achtergrond/zorg-voor-ouderen-bij-deze-hitte~be80dd9a/,2015-07-02,Voorpagina,False,,,,
231,Alvast tien artikelen uit de krant van morgen,https://www.volkskrant.nl/nieuws-achtergrond/alvast-tien-artikelen-uit-de-krant-van-morgen~b9ab6e16/,2015-06-30,Voorpagina,False,,,,
232,Het weer: eindelijk weer een hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/het-weer-eindelijk-weer-een-hittegolf~bf63ba5c/,2015-06-30,Voorpagina,False,,,,
233,De hel van de stedentrip,https://www.volkskrant.nl/nieuws-achtergrond/de-hel-van-de-stedentrip~b55e05ba/,2015-06-27,Voorpagina,False,,,,
234,Meteorologen eensgezind: volgende week hoogzomer,https://www.volkskrant.nl/nieuws-achtergrond/meteorologen-eensgezind-volgende-week-hoogzomer~b5670e26/,2015-06-25,Voorpagina,False,,,,
235,Slechts weinigen werpen zich op als hun broeders hoeder,https://www.volkskrant.nl/nieuws-achtergrond/slechts-weinigen-werpen-zich-op-als-hun-broeders-hoeder~bfd2257a/,2015-06-17,Voorpagina,False,,,,
236,Uitzonderlijk hoge temperaturen in 2014,https://www.volkskrant.nl/nieuws-achtergrond/uitzonderlijk-hoge-temperaturen-in-2014~bcbff11e/,2014-12-10,Voorpagina,False,,,,
237,Bldndktr: Blunderlunch,https://www.volkskrant.nl/cultuur-media/bldndktr-blunderlunch~b141e14b/,2014-08-26,Cultuur & Media,False,,,,
238,Voorbeeld voor Nederland? 'Het is onbetaalbaar wat we hier doen',https://www.volkskrant.nl/nieuws-achtergrond/voorbeeld-voor-nederland-het-is-onbetaalbaar-wat-we-hier-doen~b52eac51/,2014-04-02,Voorpagina,False,,,,
239,Madame Charlot (87) redt zich wel alleen,https://www.volkskrant.nl/nieuws-achtergrond/madame-charlot-87-redt-zich-wel-alleen~b6bcc31b/,2014-04-02,Voorpagina,False,,,,
240,Nederlanders ten onder in sauna,https://www.volkskrant.nl/nieuws-achtergrond/nederlanders-ten-onder-in-sauna~bbc7087f/,2014-01-14,Voorpagina,False,,,,
242,Opklaringen in de broeikas,https://www.volkskrant.nl/nieuws-achtergrond/opklaringen-in-de-broeikas~b17cb499/,2013-09-20,Voorpagina,False,,,,
243,Minder werklozen dankzij jeugd en zon,https://www.volkskrant.nl/nieuws-achtergrond/minder-werklozen-dankzij-jeugd-en-zon~b18c0193/,2013-09-19,Voorpagina,False,,,,
244,Zomer van 2013 warmer dan normaal en zonnig,https://www.volkskrant.nl/nieuws-achtergrond/zomer-van-2013-warmer-dan-normaal-en-zonnig~bfcdf226/,2013-08-30,Voorpagina,False,,,,
245,Zomer 2013 een van de warmste sinds 1903,https://www.volkskrant.nl/nieuws-achtergrond/zomer-2013-een-van-de-warmste-sinds-1903~b70661ff/,2013-08-25,Voorpagina,False,,,,
246,De Parade,https://www.volkskrant.nl/nieuws-achtergrond/de-parade~b8809eca/,2013-08-11,Voorpagina,False,,,,
247,China lanceert 'regenraketten' tegen de hitte,https://www.volkskrant.nl/nieuws-achtergrond/china-lanceert-regenraketten-tegen-de-hitte~b4e19475/,2013-08-01,Voorpagina,False,,,,
248,"Hittegolf is voorbij, maar mooie zomer blijft",https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-is-voorbij-maar-mooie-zomer-blijft~bf832a93/,2013-07-28,Voorpagina,False,,,,
249,"Duits warmterecord van 40,2 graden sneuvelt mogelijk",https://www.volkskrant.nl/nieuws-achtergrond/duits-warmterecord-van-40-2-graden-sneuvelt-mogelijk~ba4fedf7/,2013-07-28,Voorpagina,False,,,,
250,Ondanks noodweer nog steeds hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/ondanks-noodweer-nog-steeds-hittegolf~b4304fe1/,2013-07-27,Voorpagina,False,,,,
251,Nederland in eerste hittegolf sinds 2006,https://www.volkskrant.nl/nieuws-achtergrond/nederland-in-eerste-hittegolf-sinds-2006~b90d8633/,2013-07-25,Voorpagina,False,,,,
252,Ergste buien in het oosten verwacht,https://www.volkskrant.nl/nieuws-achtergrond/ergste-buien-in-het-oosten-verwacht~b4d61811/,2013-07-24,Voorpagina,False,,,,
253,Het spant erom: hittegolf of niet?,https://www.volkskrant.nl/nieuws-achtergrond/het-spant-erom-hittegolf-of-niet~bdc64a9e/,2013-07-24,Voorpagina,False,,,,
254,'De kans op echt koelere dagen is kleiner geworden',https://www.volkskrant.nl/nieuws-achtergrond/de-kans-op-echt-koelere-dagen-is-kleiner-geworden~bf66f815/,2013-07-23,Voorpagina,False,,,,
255,Onweersbuien zetten hittegolf op de tocht,https://www.volkskrant.nl/nieuws-achtergrond/onweersbuien-zetten-hittegolf-op-de-tocht~b566b854/,2013-07-23,Voorpagina,False,,,,
256,"Het wordt nu echt heet - maar niks aan de hand, Nederland is voorbereid",https://www.volkskrant.nl/nieuws-achtergrond/het-wordt-nu-echt-heet-maar-niks-aan-de-hand-nederland-is-voorbereid~b5efaee0/,2013-07-22,Voorpagina,False,,,,
257,Hitteschouw moet treinstoring voorkomen,https://www.volkskrant.nl/nieuws-achtergrond/hitteschouw-moet-treinstoring-voorkomen~baf9ede6/,2013-07-22,Nieuws & Achtergrond,False,,,,
258,Rode Kruis activeert vrijwilligers door hitte,https://www.volkskrant.nl/nieuws-achtergrond/rode-kruis-activeert-vrijwilligers-door-hitte~bf7fbd5f/,2013-07-22,Nieuws & Achtergrond,False,,,,
259,'Code geel' nu het echt heet wordt,https://www.volkskrant.nl/nieuws-achtergrond/code-geel-nu-het-echt-heet-wordt~bc562afa/,2013-07-21,Voorpagina,False,,,,
260,Nationaal hitteplan actief vanwege warm weer,https://www.volkskrant.nl/nieuws-achtergrond/nationaal-hitteplan-actief-vanwege-warm-weer~b2ca336f/,2013-07-21,Voorpagina,False,,,,
261,261 minuten thuisvermaak,https://www.volkskrant.nl/nieuws-achtergrond/261-minuten-thuisvermaak~b55acacd/,2013-07-19,Voorpagina,False,,,,
262,Rosh Abdelfatah: 'De desinteresse voor Syrië is droevig en hard',https://www.volkskrant.nl/nieuws-achtergrond/rosh-abdelfatah-de-desinteresse-voor-syrie-is-droevig-en-hard~b1390474/,2013-07-19,Voorpagina,False,,,,
263,"Hittegolf: Waarschuwing voor ouderen, boeren moeten zelf op water letten",https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-waarschuwing-voor-ouderen-boeren-moeten-zelf-op-water-letten~b759008e/,2013-07-19,Nieuws & Achtergrond,False,,,,
264,'De Tour is gekaapt door strategen en rekenaars',https://www.volkskrant.nl/nieuws-achtergrond/de-tour-is-gekaapt-door-strategen-en-rekenaars~bd0e511c/,2013-07-09,Voorpagina,False,,,,
265,De Tour is gekaapt door strategen en rekenaars,https://www.volkskrant.nl/nieuws-achtergrond/de-tour-is-gekaapt-door-strategen-en-rekenaars~b319243c/,2013-07-08,Voorpagina,False,,,,
266,Britten onderzoeken klimaatschommeling,https://www.volkskrant.nl/nieuws-achtergrond/britten-onderzoeken-klimaatschommeling~b4c76255/,2013-06-18,Voorpagina,False,,,,
268,Ongewoon vroege hittegolf teistert Moskou,https://www.volkskrant.nl/nieuws-achtergrond/ongewoon-vroege-hittegolf-teistert-moskou~bba4b4dc/,2013-05-14,Voorpagina,False,,,,
269,14. CO2 is misschien niet de grote boosdoener,https://www.volkskrant.nl/nieuws-achtergrond/14-co2-is-misschien-niet-de-grote-boosdoener~ba1af7ae/,2012-12-21,Voorpagina,False,,,,
270,'Laat 'Energiewende' net zo integreren als 'Schwalbe' en 'Fingerspitzengefühl'',https://www.volkskrant.nl/nieuws-achtergrond/laat-energiewende-net-zo-integreren-als-schwalbe-en-fingerspitzengefuhl~b4085e27/,2012-10-06,Voorpagina,False,,,,
271,Intussen aan het thuisfront,https://www.volkskrant.nl/nieuws-achtergrond/intussen-aan-het-thuisfront~b00ffc62/,2012-08-24,Voorpagina,False,,,,
272,Eerste tropische dag van 2012 is een feit,https://www.volkskrant.nl/nieuws-achtergrond/eerste-tropische-dag-van-2012-is-een-feit~b9e3a83d/,2012-08-18,Voorpagina,False,,,,
273,'Warmste tropische weekend sinds 1994',https://www.volkskrant.nl/nieuws-achtergrond/warmste-tropische-weekend-sinds-1994~bcff2cd6/,2012-08-17,Voorpagina,False,,,,
274,Bijzonder: deze zomer had nog geen tropische dag,https://www.volkskrant.nl/nieuws-achtergrond/bijzonder-deze-zomer-had-nog-geen-tropische-dag~bb9c13ae/,2012-08-13,Voorpagina,False,,,,
275,Hittegolfdebat wordt steeds vinniger,https://www.volkskrant.nl/nieuws-achtergrond/hittegolfdebat-wordt-steeds-vinniger~b516e768/,2012-08-10,Voorpagina,False,,,,
276,Hollands Welvaren Fonteinen als bron van plezier,https://www.volkskrant.nl/nieuws-achtergrond/hollands-welvaren-fonteinen-als-bron-van-plezier~b1e5ac77/,2012-08-01,Voorpagina,False,,,,
277,"KNMI meet 49,7 graden in Stavoren",https://www.volkskrant.nl/nieuws-achtergrond/knmi-meet-49-7-graden-in-stavoren~bf8c8bd2/,2012-07-17,Nieuws & Achtergrond,False,,,,
278,Koel Britannia,https://www.volkskrant.nl/nieuws-achtergrond/koel-britannia~bc37d9a7/,2012-06-15,Voorpagina,False,,,,
279,Dapper duo,https://www.volkskrant.nl/nieuws-achtergrond/dapper-duo~bd7834e2/,2012-03-21,Voorpagina,False,,,,
280,Eerste koudegolf sinds 1997 een feit,https://www.volkskrant.nl/nieuws-achtergrond/eerste-koudegolf-sinds-1997-een-feit~b2b790f1/,2012-02-05,Voorpagina,False,,,,
281,Honger in Afrika alweer bijna gewist uit geheugen,https://www.volkskrant.nl/nieuws-achtergrond/honger-in-afrika-alweer-bijna-gewist-uit-geheugen~bc6b9478/,2011-12-28,Voorpagina,False,,,,
282,Cas Spijkers,https://www.volkskrant.nl/nieuws-achtergrond/cas-spijkers~bc6d7600/,2011-10-31,Voorpagina,False,,,,
283,"Het is niet warm, maar toch is het sterftecijfer hoog",https://www.volkskrant.nl/nieuws-achtergrond/het-is-niet-warm-maar-toch-is-het-sterftecijfer-hoog~b3fd7c34/,2011-07-30,Voorpagina,False,,,,
286,Hitte,https://www.volkskrant.nl/nieuws-achtergrond/hitte~bcda66f4/,2011-06-29,Voorpagina,False,,,,
287,Weer,https://www.volkskrant.nl/nieuws-achtergrond/weer~bb271cb0/,2011-06-27,Voorpagina,False,,,,
288,Jasje,https://www.volkskrant.nl/nieuws-achtergrond/jasje~b51e2abf/,2011-06-17,Voorpagina,False,,,,
289,Van de drup in de stortregen,https://www.volkskrant.nl/nieuws-achtergrond/van-de-drup-in-de-stortregen~bb8022bc/,2011-02-18,Voorpagina,False,,,,
290,Korte hittegolf in bosgebied warmer,https://www.volkskrant.nl/wetenschap/korte-hittegolf-in-bosgebied-warmer~bc7a34d9/,2010-09-07,Voorpagina,False,,,,
291,Russen kunnen eindelijk weer vrij ademen,https://www.volkskrant.nl/nieuws-achtergrond/russen-kunnen-eindelijk-weer-vrij-ademen~b9be15f0/,2010-08-12,Nieuws & Achtergrond,False,,,,
292,Honderden doden door hittegolf in Rusland,https://www.volkskrant.nl/nieuws-achtergrond/honderden-doden-door-hittegolf-in-rusland~bbcf2829/,2010-07-16,Nieuws & Achtergrond,False,,,,
293,'Opnieuw tropische temperaturen op komst',https://www.volkskrant.nl/nieuws-achtergrond/opnieuw-tropische-temperaturen-op-komst~bcd28afc/,2010-07-06,Nieuws & Achtergrond,False,,,,
294,Minder meldingen van antisemitisme,https://www.volkskrant.nl/mensen/minder-meldingen-van-antisemitisme~bd4f66de/,2010-07-01,Voorpagina,False,,,,
295,Koele kleuren voor daken in hete steden,https://www.volkskrant.nl/wetenschap/koele-kleuren-voor-daken-in-hete-steden~bba22b05/,2009-12-18,Voorpagina,False,,,,
296,Een badtas bedacht voor Rijnzwemmers,https://www.volkskrant.nl/mensen/een-badtas-bedacht-voor-rijnzwemmers~b84a4939/,2009-10-23,Voorpagina,False,,,,
297,Crisis rond DSB is een teken,https://www.volkskrant.nl/nieuws-achtergrond/crisis-rond-dsb-is-een-teken~be4736a3/,2009-10-16,Voorpagina,False,,,,
298,C¿est la vie,https://www.volkskrant.nl/nieuws-achtergrond/c-est-la-vie~b20a29be/,2009-07-24,Voorpagina,False,,,,
299,C’est la vie,https://www.volkskrant.nl/nieuws-achtergrond/c-est-la-vie~b200f7dd/,2009-07-23,Voorpagina,False,,,,
300,Onbeschaamd moralistisch,https://www.volkskrant.nl/nieuws-achtergrond/onbeschaamd-moralistisch~be5b6a81/,2009-01-28,Voorpagina,False,,,,
301,Rijkswaterstaat waarschuwt voor zwemmen in rivier,https://www.volkskrant.nl/nieuws-achtergrond/rijkswaterstaat-waarschuwt-voor-zwemmen-in-rivier~bd9a4aa7/,2008-07-29,Nieuws & Achtergrond,False,,,,
302,Hittegolf op arbeidsmarkt leraren,https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-op-arbeidsmarkt-leraren~bf64ab4f/,2008-04-28,Voorpagina,False,,,,
303,Les Sables stiekem blij met Artemis,https://www.volkskrant.nl/nieuws-achtergrond/les-sables-stiekem-blij-met-artemis~bbdf85b5/,2008-03-19,Voorpagina,False,,,,
304,Praten over de liefde op de Keizersbrug,https://www.volkskrant.nl/nieuws-achtergrond/praten-over-de-liefde-op-de-keizersbrug~bd3c84d1/,2008-02-17,Voorpagina,False,,,,
305,Weerzinwekkende insectachtige wezens vermorzelen mensen die zich buiten wagen,https://www.volkskrant.nl/nieuws-achtergrond/weerzinwekkende-insectachtige-wezens-vermorzelen-mensen-die-zich-buiten-wagen~bf8bda3b/,2008-02-07,Voorpagina,False,,,,
306,10.000 doden minder dankzij milder klimaat,https://www.volkskrant.nl/nieuws-achtergrond/10-000-doden-minder-dankzij-milder-klimaat~b210e9c8/,2007-10-17,Nieuws & Achtergrond,False,,,,
307,Weer een regentijd,https://www.volkskrant.nl/wetenschap-gezondheid/weer-een-regentijd~bae097f1/,2007-07-27,Voorpagina,False,,,,
308,Graan zeer duur door kleine oogst,https://www.volkskrant.nl/economie/graan-zeer-duur-door-kleine-oogst~b23c391a/,2007-07-24,Economie,False,,,,
309,Hollands zomerweer,https://www.volkskrant.nl/wetenschap-gezondheid/hollands-zomerweer~b1cc598f/,2007-07-15,Voorpagina,False,,,,
310,Waarschuwing bij kans op hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/waarschuwing-bij-kans-op-hittegolf~b4d7fab8/,2007-07-04,Nieuws & Achtergrond,False,,,,
311,Voortaan waarschuwing bij dreigende hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/voortaan-waarschuwing-bij-dreigende-hittegolf~ba625f252/,2007-07-03,Nieuws & Achtergrond,False,,,,
312,Restaurant Elzenduin Beach,https://www.volkskrant.nl/voorpagina/restaurant-elzenduin-beach~bb6c2289/,2007-06-18,Voorpagina,False,,,,
313,Het klimaatprobleem als kans voor een mooier Nederland,https://www.volkskrant.nl/nieuws-achtergrond/het-klimaatprobleem-als-kans-voor-een-mooier-nederland~b03a48ca/,2007-06-08,Nieuws & Achtergrond,False,,,,
314,Extreem weer krijgt rode kleur,https://www.volkskrant.nl/wetenschap-gezondheid/extreem-weer-krijgt-rode-kleur~b7b412e4/,2007-03-22,Voorpagina,False,,,,
315,Extreem Europees weer in één oogopslag,https://www.volkskrant.nl/wetenschap-gezondheid/extreem-europees-weer-in-een-oogopslag~b9ed02eb/,2007-03-22,Voorpagina,False,,,,
316,Niksweer,https://www.volkskrant.nl/home/niksweer~b8864196/,2006-12-29,Voorpagina,False,,,,
317,Niksweer,https://www.volkskrant.nl/nieuws-achtergrond/niksweer~bd951a8e/,2006-12-27,Nieuws & Achtergrond,False,,,,
318,Veel weerrecords in 2006,https://www.volkskrant.nl/nieuws-achtergrond/veel-weerrecords-in-2006~ba342d1b/,2006-12-13,Nieuws & Achtergrond,False,,,,
319,Schrijnend,https://www.volkskrant.nl/home/schrijnend~b3a78b8d/,2006-09-20,Voorpagina,False,,,,
320,Sascha Visser wint Hitkrant Hittegolf Award,https://www.volkskrant.nl/cultuur-media/sascha-visser-wint-hitkrant-hittegolf-award~bc5438fd6/,2006-09-06,Cultuur & Media,False,,,,
321,Natste augustusmaand in zeker honderd jaar,https://www.volkskrant.nl/nieuws-achtergrond/natste-augustusmaand-in-zeker-honderd-jaar~b7b186d0/,2006-08-31,Nieuws & Achtergrond,False,,,,
322,De bazen hebben er weer vertrouwen in,https://www.volkskrant.nl/home/de-bazen-hebben-er-weer-vertrouwen-in~b09dab37/,2006-08-28,Voorpagina,False,,,,
323,KNMI werkt aan Europese site voor gevaarlijk weer,https://www.volkskrant.nl/cultuur-media/knmi-werkt-aan-europese-site-voor-gevaarlijk-weer~bf2ffb13/,2006-08-17,Cultuur & Media,False,,,,
324,KNMI werkt aan Europese website voor gevaarlijk weer,https://www.volkskrant.nl/nieuws-achtergrond/knmi-werkt-aan-europese-website-voor-gevaarlijk-weer~b7777678/,2006-08-17,Nieuws & Achtergrond,False,,,,
325,Hitte eiste vijfhonderd levens meer dan gemiddeld,https://www.volkskrant.nl/nieuws-achtergrond/hitte-eiste-vijfhonderd-levens-meer-dan-gemiddeld~b59cdf37f/,2006-08-05,Nieuws & Achtergrond,False,,,,
326,Hittegolf van invloed op Nederlandse delegatie,https://www.volkskrant.nl/home/hittegolf-van-invloed-op-nederlandse-delegatie~b03d4c93/,2006-08-04,Voorpagina,False,,,,
327,Zomer 2006 zeker in top tien,https://www.volkskrant.nl/nieuws-achtergrond/zomer-2006-zeker-in-top-tien~b486dd02/,2006-08-04,Nieuws & Achtergrond,False,,,,
328,Wateroverlast door stortbuien,https://www.volkskrant.nl/nieuws-achtergrond/wateroverlast-door-stortbuien~b5899255/,2006-08-04,Nieuws & Achtergrond,False,,,,
329,New Yorkers worden gek van de hitte,https://www.volkskrant.nl/nieuws-achtergrond/new-yorkers-worden-gek-van-de-hitte~b694293e/,2006-08-03,Nieuws & Achtergrond,False,,,,
330,‘Chris’ voedt orkaanangst,https://www.volkskrant.nl/economie/chris-voedt-orkaanangst~bde2ea0f/,2006-08-02,Economie,False,,,,
331,Juli was de warmste maand in driehonderd jaar,https://www.volkskrant.nl/wetenschap-gezondheid/juli-was-de-warmste-maand-in-driehonderd-jaar~bd6bfe1a/,2006-07-31,Voorpagina,False,,,,
332,Einde aan hittegolf na zestien dagen,https://www.volkskrant.nl/nieuws-achtergrond/einde-aan-hittegolf-na-zestien-dagen~b7084202/,2006-07-31,Nieuws & Achtergrond,False,,,,
333,Drie doden in verpleeghuis door hitte,https://www.volkskrant.nl/nieuws-achtergrond/drie-doden-in-verpleeghuis-door-hitte~bba375d5/,2006-07-28,Nieuws & Achtergrond,False,,,,
334,Op vakantie is de hitte geen punt,https://www.volkskrant.nl/nieuws-achtergrond/op-vakantie-is-de-hitte-geen-punt~b249723c/,2006-07-27,Nieuws & Achtergrond,False,,,,
335,‘Radio 5 en ijs op de kop’,https://www.volkskrant.nl/wetenschap-gezondheid/radio-5-en-ijs-op-de-kop~b49a99fe/,2006-07-26,Voorpagina,False,,,,
336,Netbeheerder Tennet handhaaft fase 2,https://www.volkskrant.nl/nieuws-achtergrond/netbeheerder-tennet-handhaaft-fase-2~b85e9b03/,2006-07-26,Nieuws & Achtergrond,False,,,,
337,"Gaan we weg, of blijven we toch in Nederland",https://www.volkskrant.nl/nieuws-achtergrond/gaan-we-weg-of-blijven-we-toch-in-nederland~bb854a40/,2006-07-26,Nieuws & Achtergrond,False,,,,
338,Zomer zit vast in een stevige omega-blokkade,https://www.volkskrant.nl/nieuws-achtergrond/zomer-zit-vast-in-een-stevige-omega-blokkade~b42e5ad4/,2006-07-22,Nieuws & Achtergrond,False,,,,
339,Ouderen krijgen hittetips via radio,https://www.volkskrant.nl/nieuws-achtergrond/ouderen-krijgen-hittetips-via-radio~b513ff5e/,2006-07-22,Nieuws & Achtergrond,False,,,,
340,De ouderenhulplijn rinkelt zomers vaker,https://www.volkskrant.nl/wetenschap-gezondheid/de-ouderenhulplijn-rinkelt-zomers-vaker~bedc5143/,2006-07-21,Voorpagina,False,,,,
341,Niet eerder zo rustig in de bergen,https://www.volkskrant.nl/sport/niet-eerder-zo-rustig-in-de-bergen~b8715c42/,2006-07-21,Sport,False,,,,
342,De zomer zit gevangen,https://www.volkskrant.nl/wetenschap-gezondheid/de-zomer-zit-gevangen~b7d0d78c/,2006-07-21,Voorpagina,False,,,,
343,Ouderen krijgen in spotjes tips tegen de hitte,https://www.volkskrant.nl/nieuws-achtergrond/ouderen-krijgen-in-spotjes-tips-tegen-de-hitte~b47be592/,2006-07-21,Nieuws & Achtergrond,False,,,,
344,Meer sterfgevallen door warmte,https://www.volkskrant.nl/nieuws-achtergrond/meer-sterfgevallen-door-warmte~bfebc493/,2006-07-21,Nieuws & Achtergrond,False,,,,
345,Mediterraan klimaat komt dichterbij,https://www.volkskrant.nl/nieuws-achtergrond/mediterraan-klimaat-komt-dichterbij~b3ccf3ed/,2006-07-21,Nieuws & Achtergrond,False,,,,
346,Woods start Britse Open uitstekend,https://www.volkskrant.nl/sport/woods-start-britse-open-uitstekend~b46261d6/,2006-07-20,Sport,False,,,,
347,Hard zoeken naar een mobiele airco of een opblaaszwembad,https://www.volkskrant.nl/economie/hard-zoeken-naar-een-mobiele-airco-of-een-opblaaszwembad~bc4b99e1/,2006-07-20,Economie,False,,,,
348,De Bilt breekt warmterecord van bijna een eeuw,https://www.volkskrant.nl/nieuws-achtergrond/de-bilt-breekt-warmterecord-van-bijna-een-eeuw~b09f561a/,2006-07-19,Nieuws & Achtergrond,False,,,,
349,Europese landen wapenen zich tegen hitte,https://www.volkskrant.nl/nieuws-achtergrond/europese-landen-wapenen-zich-tegen-hitte~b23e654d/,2006-07-19,Nieuws & Achtergrond,False,,,,
350,Tweede hittegolf van 2006 is een feit,https://www.volkskrant.nl/nieuws-achtergrond/tweede-hittegolf-van-2006-is-een-feit~b9adbdc7/,2006-07-19,Nieuws & Achtergrond,False,,,,
